c_mot;c_lemme;c_morpho
bidasses;bidasse;nom
bide;bide;nom
bides;bide;nom
bidet;bidet;nom
bidets;bidet;nom
bidimensionnel;bidimensionnel;adj
bidoche;bidoche;nom
bidoches;bidoche;nom
bidon;bidon;adj
bidonnage;bidonnage;nom
bidonnaient;bidonner;ver
bidonnais;bidonner;ver
bidonnait;bidonner;ver
bidonnant;bidonnant;adj
bidonnante;bidonnant;adj
bidonne;bidonner;ver
bidonné;bidonner;ver
bidonnée;bidonner;ver
bidonnées;bidonner;ver
bidonnent;bidonner;ver
bidonner;bidonner;ver
bidonnera;bidonner;ver
bidonnés;bidonner;ver
bidonnez;bidonner;ver
bidons;bidon;nom
bidonville;bidonville;nom
bidonvilles;bidonville;nom
bidouilla;bidouiller;ver
bidouillage;bidouillage;nom
bidouille;bidouille;nom
bidouillé;bidouiller;ver
bidouillée;bidouiller;ver
bidouiller;bidouiller;ver
bidouillerai;bidouiller;ver
bidouillés;bidouiller;ver
bidule;bidule;nom
bidules;bidule;nom
bief;bief;nom
biefs;bief;nom
bielle;bielle;nom
bielles;bielle;nom
bien;bien;adv_sup
bien_aimé;bien_aimé;nom
bien_aimé;bien_aimé;nom
bien_aimé;bien_aimé;adj
bien_aimé;bien_aimé;adj
bien_disant;bien_disant;adj
bien_être;bien_être;nom
bien_fondé;bien_fondé;nom
bien_fonds;bien_fonds;nom
bien_manger;bien_manger;nom
bien_pensant;bien_pensant;adj
bien_pensant;bien_pensant;adj
bien_pensant;bien_pensant;adj
bien_portant;bien_portant;adj
bien_portant;bien_portant;adj
bienfaisance;bienfaisance;nom
bienfaisant;bienfaisant;adj
bienfaisante;bienfaisant;adj
bienfaisantes;bienfaisant;adj
bienfaisants;bienfaisant;adj
bienfait;bienfait;nom
bienfaiteur;bienfaiteur;nom
bienfaiteurs;bienfaiteur;nom
bienfaitrice;bienfaiteur;nom
bienfaitrices;bienfaiteur;nom
bienfaits;bienfait;nom
bienheureuse;bienheureux;nom
bienheureusement;bienheureusement;adv
bienheureuses;bienheureux;adj
bienheureux;bienheureux;adj
biennale;biennale;nom
biens;bien;nom_sup
bienséance;bienséance;nom
bienséances;bienséance;nom
bienséant;bienséant;adj
bienséante;bienséant;adj
bienséantes;bienséant;adj
bienséants;bienséant;adj
bientôt;bientôt;adv
bienveillamment;bienveillamment;adv
bienveillance;bienveillance;nom
bienveillances;bienveillance;nom
bienveillant;bienveillant;adj
bienveillante;bienveillant;adj
bienveillantes;bienveillant;adj
bienveillants;bienveillant;adj
bienvenu;bienvenu;nom
bienvenue;bienvenue;nom
bienvenues;bienvenue;nom
bienvenus;bienvenu;nom
bière;bière;nom
bières;bière;nom
bif;bif;nom
biface;biface;nom
bifaces;biface;adj
biffa;biffer;ver
biffaient;biffer;ver
biffais;biffer;ver
biffant;biffer;ver
biffe;biffe;nom
biffé;biffer;ver
biffer;biffer;ver
biffeton;biffeton;nom
biffetons;biffeton;nom
biffin;biffin;nom
biffins;biffin;nom
bifide;bifide;adj
bifides;bifide;adj
bifrons;bifron;adj
bifteck;bifteck;nom
biftecks;bifteck;nom
biftèque;biftèque;nom
biftèques;biftèque;nom
bifton;bifton;nom
biftons;bifton;nom
bifurcation;bifurcation;nom
bifurcations;bifurcation;nom
bifurqua;bifurquer;ver
bifurquait;bifurquer;ver
bifurquant;bifurquer;ver
bifurque;bifurquer;ver
bifurqué;bifurquer;ver
bifurquée;bifurquer;ver
bifurquent;bifurquer;ver
bifurquer;bifurquer;ver
bifurqueront;bifurquer;ver
big_band;big_band;nom
big_bang;big_bang;nom
big_bang;big_bang;nom
bigaille;bigaille;nom
bigame;bigame;adj
bigamie;bigamie;nom
bigarré;bigarrer;ver
bigarreau;bigarreau;nom
bigarrée;bigarré;adj
bigarrées;bigarré;adj
bigarrer;bigarrer;ver
bigarrés;bigarré;adj
bigarrure;bigarrure;nom
bigarrures;bigarrure;nom
bighorn;bighorn;nom
bighorns;bighorn;nom
biglaient;bigler;ver
biglais;bigler;ver
biglait;bigler;ver
biglant;bigler;ver
bigle;bigler;ver
biglé;bigler;ver
biglée;bigler;ver
biglent;bigler;ver
bigler;bigler;ver
bigles;bigle;adj
biglés;bigler;ver
bigleuse;bigleux;nom
bigleux;bigleux;nom
biglez;bigler;ver
bigne;bigne;nom
bignolait;bignoler;ver
bignole;bignole;nom
bignoles;bignole;nom
bignolle;bignolle;nom
bignon;bignon;nom
bignones;bignone;nom
bignonias;bignonia;nom
bigo;bigo;nom
bigophone;bigophone;nom
bigophoné;bigophoner;ver
bigophoner;bigophoner;ver
bigophones;bigophoner;ver
bigorne;bigorne;nom
bigorné;bigorner;ver
bigorneau;bigorneau;nom
bigorneaux;bigorneau;nom
bigorner;bigorner;ver
bigornes;bigorne;nom
bigornés;bigorner;ver
bigot;bigot;adj
bigote;bigot;nom
bigoterie;bigoterie;nom
bigotes;bigot;nom
bigots;bigot;nom
bigouden;bigouden;adj
bigoudens;bigouden;nom
bigoudi;bigoudi;nom
bigoudis;bigoudi;nom
bigre;bigre;ono
bigrement;bigrement;adv
bigue;bigue;nom
biguine;biguine;nom
bihebdomadaire;bihebdomadaire;adj
bihebdomadaires;bihebdomadaire;adj
bihoreau;bihoreau;nom
bijou;bijou;nom
bijouterie;bijouterie;nom
bijouteries;bijouterie;nom
bijoutier;bijoutier;nom
bijoutière;bijoutier;nom
bijoutiers;bijoutier;nom
bijoux;bijoux;nom
bikini;bikini;nom
bikinis;bikini;nom
bilais;biler;ver
bilait;biler;ver
bilan;bilan;nom
bilans;bilan;nom
bilatéral;bilatéral;adj
bilatérale;bilatéral;adj
bilatéralement;bilatéralement;adv
bilatéraux;bilatéral;adj
bilbergia;bilbergia;nom
bilboquet;bilboquet;nom
bilboquets;bilboquet;nom
bile;bile;nom
biler;biler;ver
biles;biler;ver
bileux;bileux;adj
bilez;biler;ver
bilharziose;bilharziose;nom
biliaire;biliaire;adj
biliaires;biliaire;adj
bilieuse;bilieux;adj
bilieuses;bilieux;adj
bilieux;bilieux;adj
bilingue;bilingue;nom
bilingues;bilingue;adj
bilinguisme;bilinguisme;nom
bilirubine;bilirubine;nom
bill;bill;nom
billard;billard;nom
billards;billard;nom
bille;bille;nom
biller;biller;ver
billes;bille;nom
billet;billet;nom
billets;billet;nom
billetterie;billetterie;nom
billetteries;billetterie;nom
billettes;billette;nom
billevesée;billevesée;nom
billevesées;billevesée;nom
billion;billion;nom
billions;billion;nom
billon;billon;nom
billot;billot;nom
billots;billot;nom
bills;bill;nom
bilobée;bilobé;adj
bim;bim;ono
bimbeloterie;bimbeloterie;nom
bimbeloteries;bimbeloterie;nom
bimensuel;bimensuel;adj
bimensuelle;bimensuel;adj
bimensuelles;bimensuel;adj
bimestre;bimestre;nom
bimétallisme;bimétallisme;nom
bimoteur;bimoteur;nom
bimoteurs;bimoteur;nom
bin_s;bin_s;nom
binaire;binaire;adj
binaires;binaire;adj
binait;biner;ver
binant;biner;ver
biné;biner;ver
biner;biner;ver
binet_simon;binet_simon;nom
binette;binette;nom
binettes;binette;nom
bing;bing;ono
bingo;bingo;nom
biniou;biniou;nom
binious;biniou;nom
binoclard;binoclard;adj
binoclarde;binoclard;adj
binoclards;binoclard;adj
binocle;binocle;nom
binocles;binocle;nom
binoculaire;binoculaire;adj
binôme;binôme;nom
binômes;binôme;nom
bintje;bintje;nom
binz;binz;nom
bio;bio;adj
biochimie;biochimie;nom
biochimique;biochimique;adj
biochimiquement;biochimiquement;adv
biochimiques;biochimique;adj
biochimiste;biochimiste;nom
biochimistes;biochimiste;nom
biodégradable;biodégradable;adj
biodégradables;biodégradable;adj
biodiversité;biodiversité;nom
bioélectrique;bioélectrique;adj
biogénétique;biogénétique;adj
biogénique;biogénique;adj
biographe;biographe;nom
biographes;biographe;nom
biographie;biographie;nom
biographies;biographie;nom
biographique;biographique;adj
biographiques;biographique;adj
biologie;biologie;nom
biologique;biologique;adj
biologiquement;biologiquement;adv
biologiques;biologique;adj
biologisé;biologiser;ver
biologiste;biologiste;nom
biologistes;biologiste;nom
bioluminescence;bioluminescence;nom
bioluminescente;bioluminescent;adj
biomasse;biomasse;nom
biomécanique;biomécanique;nom
biomécanisme;biomécanisme;nom
biomédical;biomédical;adj
biomédicale;biomédical;adj
biomédicaux;biomédical;adj
biométrie;biométrie;nom
biométrique;biométrique;adj
biométriques;biométrique;adj
bionique;bionique;adj
bioniques;bionique;adj
biophysique;biophysique;nom
biopsie;biopsie;nom
biopsies;biopsie;nom
biorythme;biorythme;nom
biorythmes;biorythme;nom
biosphère;biosphère;nom
biosynthétiques;biosynthétique;adj
biotechnique;biotechnique;nom
biotechnologie;biotechnologie;nom
biotique;biotique;adj
biotite;biotite;nom
biotope;biotope;nom
bioxyde;bioxyde;nom
bip;bip;nom
bip_bip;bip_bip;nom
bipais;biper;ver
bipartisan;bipartisan;adj
bipartisme;bipartisme;nom
bipartite;bipartite;adj
bipe;biper;ver
bipé;biper;ver
bipède;bipède;nom
bipèdes;bipède;nom
bipée;biper;ver
biper;biper;ver
biperai;biper;ver
biperait;biper;ver
bipes;biper;ver
bipés;biper;ver
bipez;biper;ver
biphényle;biphényle;nom
biplace;biplace;adj
biplaces;biplace;adj
biplan;biplan;nom
biplans;biplan;nom
bipolaire;bipolaire;adj
bipolaires;bipolaire;adj
bipolarité;bipolarité;nom
bips;bip;nom
bique;bique;nom
biques;bique;nom
biquet;biquet;nom
biquets;biquet;nom
biquette;biquette;nom
biquettes;biquette;nom
biquotidienne;biquotidien;adj
biquotidiens;biquotidien;adj
birbe;birbe;nom
birbes;birbe;nom
birchers;bircher;nom
bire;bire;nom
biréfringence;biréfringence;nom
biribi;biribi;nom
birman;birman;adj
birmane;birman;adj
birmanes;birman;adj
birmans;birman;nom
biroute;biroute;nom
biroutes;biroute;nom
birth_control;birth_control;nom
bis;bis;adj_sup
bisaïeul;bisaïeul;nom
bisaïeule;bisaïeul;nom
bisannuel;bisannuel;adj
bisannuelles;bisannuel;adj
bisbille;bisbille;nom
bisbilles;bisbille;nom
biscaïen;biscaïen;nom
bischof;bischof;nom
biscornu;biscornu;adj
biscornue;biscornu;adj
biscornues;biscornu;adj
biscornus;biscornu;adj
biscoteaux;biscoteau;nom
biscotos;biscoto;nom
biscotte;biscotte;nom
biscottes;biscotte;nom
biscuit;biscuit;nom
biscuiterie;biscuiterie;nom
biscuits;biscuit;nom
bise;bise;nom
biseau;biseau;nom
biseauté;biseauter;ver
biseautée;biseauter;ver
biseautées;biseauter;ver
biseautés;biseauter;ver
biseaux;biseau;nom
biseness;biseness;nom
biser;biser;ver
bises;bise;nom
bisets;biset;nom
bisette;bisette;nom
bisexualité;bisexualité;nom
bisexué;bisexué;adj
bisexuel;bisexuel;adj
bisexuelle;bisexuel;adj
bisexuelles;bisexuel;adj
bisexuels;bisexuel;adj
bisexués;bisexué;adj
bishop;bishop;nom
bismarckien;bismarckien;adj
bismuth;bismuth;nom
bisness;bisness;nom
bison;bison;nom
bisons;bison;nom
bisou;bisou;nom
bisou_éclair;bisou_éclair;nom
bisous;bisou;nom
bisque;bisque;nom
bisquent;bisquer;ver
bisquer;bisquer;ver
bisques;bisque;nom
bissac;bissac;nom
bissacs;bissac;nom
bissant;bisser;ver
bisse;bisser;ver
bissé;bisser;ver
bissel;bissel;nom
bisser;bisser;ver
bissextile;bissextile;adj
bissextiles;bissextile;adj
bistorte;bistorte;nom
bistouille;bistouille;nom
bistouquette;bistouquette;nom
bistouri;bistouri;nom
bistouris;bistouri;nom
bistouriser;bistouriser;ver
bistre;bistre;adj
bistré;bistrer;ver
bistrée;bistré;adj
bistrées;bistrer;ver
bistres;bistre;nom
bistrés;bistré;adj
bistro;bistro;nom
bistroquet;bistroquet;nom
bistros;bistro;nom
bistrot;bistrot;nom
bistrote;bistrot;nom
bistrotier;bistrotier;nom
bistrotière;bistrotier;nom
bistrotières;bistrotier;nom
bistrotiers;bistrotier;nom
bistrots;bistrot;nom
bistrouille;bistrouille;nom
bisulfite;bisulfite;nom
bit;bit;nom
bite;bite;nom
bité;biter;ver
bitent;biter;ver
bites;bite;nom
bithynien;bithynien;nom
bithyniens;bithynien;nom
bitoniau;bitoniau;nom
bitos;bitos;nom
bits;bit;nom
bitte;bitte;nom
bitter;bitter;ver
bitters;bitter;nom
bittes;bitte;nom
bitume;bitume;nom
bitumé;bitumer;ver
bitumée;bitumer;ver
bitumées;bitumer;ver
bitumes;bitume;nom
bitumeuse;bitumeux;adj
bitumeux;bitumeux;adj
bitumineuse;bitumineux;adj
bitumineux;bitumineux;adj
biture;biture;nom
bituré;biturer;ver
biturer;biturer;ver
bitures;biture;nom
biturés;biturer;ver
biturin;biturin;nom
biturins;biturin;nom
bivalente;bivalent;adj
bivalve;bivalve;nom
bivalves;bivalve;adj
bivouac;bivouac;nom
bivouacs;bivouac;nom
bivouaquaient;bivouaquer;ver
bivouaquait;bivouaquer;ver
bivouaque;bivouaquer;ver
bivouaqué;bivouaquer;ver
bivouaquée;bivouaquer;ver
bivouaquent;bivouaquer;ver
bivouaquer;bivouaquer;ver
bivouaquerons;bivouaquer;ver
bivouaquons;bivouaquer;ver
bizarde;bizarde;adj
bizarre;bizarre;adj
bizarrement;bizarrement;adv
bizarrerie;bizarrerie;nom
bizarreries;bizarrerie;nom
bizarres;bizarre;adj
bizarroïde;bizarroïde;adj
bizarroïdes;bizarroïde;adj
bizness;bizness;nom
bizou;bizou;nom
bizut;bizut;nom
bizutage;bizutage;nom
bizutages;bizutage;nom
bizuté;bizuter;ver
bizuter;bizuter;ver
bizuteurs;bizuteur;nom
bizuth;bizuth;nom
bizuts;bizut;nom
bla_bla;bla_bla;nom
bla_bla;bla_bla;nom
bla_bla_bla;bla_bla_bla;nom
blabla;blabla;nom
blablabla;blablabla;nom
blablatait;blablater;ver
blablaté;blablater;ver
blablater;blablater;ver
blablateurs;blablateur;nom
blablatez;blablater;ver
black;black;adj
black_bass;black_bass;nom
black_jack;black_jack;nom
black_out;black_out;nom
blackboule;blackbouler;ver
blackboulé;blackbouler;ver
blackbouler;blackbouler;ver
blacks;black;nom
blafard;blafard;adj
blafarde;blafard;adj
blafardes;blafard;adj
blafards;blafard;adj
blagua;blaguer;ver
blaguaient;blaguer;ver
blaguais;blaguer;ver
blaguait;blaguer;ver
blaguant;blaguer;ver
blague;blague;nom
blagué;blaguer;ver
blaguent;blaguer;ver
blaguer;blaguer;ver
blaguerais;blaguer;ver
blagues;blague;nom
blagueur;blagueur;nom
blagueurs;blagueur;nom
blagueuse;blagueur;nom
blagueuses;blagueur;adj
blaguez;blaguer;ver
blaguons;blaguer;ver
blair;blair;nom
blairaient;blairer;ver
blairait;blairer;ver
blaire;blairer;ver
blairé;blairer;ver
blaireau;blaireau;nom
blaireaux;blaireau;nom
blairer;blairer;ver
blairs;blair;nom
blaise;blaiser;ver
blaisois;blaisois;nom
blâma;blâmer;ver
blâmable;blâmable;adj
blâmaient;blâmer;ver
blâmais;blâmer;ver
blâmait;blâmer;ver
blâmant;blâmer;ver
blâme;blâmer;ver
blâmé;blâmer;ver
blâmée;blâmer;ver
blâmées;blâmer;ver
blâment;blâmer;ver
blâmer;blâmer;ver
blâmera;blâmer;ver
blâmerais;blâmer;ver
blâmerait;blâmer;ver
blâmeras;blâmer;ver
blâmerions;blâmer;ver
blâmeront;blâmer;ver
blâmes;blâme;nom
blâmés;blâmer;ver
blâmez;blâmer;ver
blâmons;blâmer;ver
blanc;blanc;adj
blanc_bec;blanc_bec;nom
blanc_bec;blanc_bec;nom
blanc_bleu;blanc_bleu;nom
blanc_gris;blanc_gris;adj
blanc_seing;blanc_seing;nom
blanchâtre;blanchâtre;adj
blanchâtres;blanchâtre;adj
blanche;blanc;adj
blanchecaille;blanchecaille;nom
blanchecailles;blanchecaille;nom
blanchement;blanchement;nom
blanches;blanc;adj
blanchet;blanchet;nom
blancheur;blancheur;nom
blancheurs;blancheur;nom
blanchi;blanchir;ver
blanchie;blanchir;ver
blanchies;blanchir;ver
blanchiment;blanchiment;nom
blanchiments;blanchiment;nom
blanchir;blanchir;ver
blanchira;blanchir;ver
blanchiraient;blanchir;ver
blanchirait;blanchir;ver
blanchirent;blanchir;ver
blanchirez;blanchir;ver
blanchiront;blanchir;ver
blanchis;blanchir;ver
blanchissage;blanchissage;nom
blanchissaient;blanchir;ver
blanchissait;blanchir;ver
blanchissant;blanchissant;adj
blanchissante;blanchissant;adj
blanchissantes;blanchissant;adj
blanchissants;blanchissant;adj
blanchisse;blanchir;ver
blanchissement;blanchissement;nom
blanchissent;blanchir;ver
blanchisserie;blanchisserie;nom
blanchisses;blanchir;ver
blanchisseur;blanchisseur;nom
blanchisseurs;blanchisseur;nom
blanchisseuse;blanchisseur;nom
blanchisseuses;blanchisseur;nom
blanchissez;blanchir;ver
blanchit;blanchir;ver
blanchoie;blanchoyer;ver
blanchoiement;blanchoiement;nom
blanchon;blanchon;nom
blanchoyait;blanchoyer;ver
blanchoyant;blanchoyer;ver
blancs;blanc;nom
blancs_manteaux;blancs_manteaux;adj
blandices;blandice;nom
blanque;blanque;nom
blanquette;blanquette;nom
blanquettes;blanquette;nom
blasait;blaser;ver
blase;blase;nom
blasé;blasé;adj
blasée;blasé;adj
blasées;blasé;adj
blaser;blaser;ver
blases;blase;nom
blasés;blasé;adj
blason;blason;nom
blasonnait;blasonner;ver
blasonné;blasonner;ver
blasonnée;blasonner;ver
blasonnées;blasonner;ver
blasonnés;blasonner;ver
blasons;blason;nom
blasphéma;blasphémer;ver
blasphémaient;blasphémer;ver
blasphémais;blasphémer;ver
blasphémait;blasphémer;ver
blasphémant;blasphémer;ver
blasphémateur;blasphémateur;nom
blasphémateurs;blasphémateur;nom
blasphématoire;blasphématoire;adj
blasphématoires;blasphématoire;adj
blasphématrice;blasphémateur;nom
blasphémé;blasphémer;ver
blasphème;blasphème;nom
blasphèment;blasphémer;ver
blasphémer;blasphémer;ver
blasphèmes;blasphème;nom
blasphémez;blasphémer;ver
blastula;blastula;nom
blatérant;blatérer;ver
blatte;blatte;nom
blattes;blatte;nom
blaze;blaze;nom
blazer;blazer;nom
blazers;blazer;nom
blazes;blaze;nom
blé;blé;nom
blèche;blèche;adj
blèches;blèche;adj
bled;bled;nom
blédard;blédard;nom
blédards;blédard;nom
bleds;bled;nom
blême;blême;adj
blêmes;blême;adj
blêmi;blêmir;ver
blêmies;blêmir;ver
blêmir;blêmir;ver
blêmis;blêmir;ver
blêmissais;blêmir;ver
blêmissait;blêmir;ver
blêmissant;blêmir;ver
blêmissante;blêmissant;adj
blêmit;blêmir;ver
blennies;blennie;nom
blennorragie;blennorragie;nom
blépharite;blépharite;nom
blés;blé;nom
blèsement;blèsement;nom
blessa;blesser;ver
blessaient;blesser;ver
blessais;blesser;ver
blessait;blesser;ver
blessant;blessant;adj
blessante;blessant;adj
blessantes;blessant;adj
blessants;blessant;adj
blessât;blesser;ver
blesse;blesser;ver
blessé;blesser;ver
blessée;blesser;ver
blessées;blesser;ver
blessent;blesser;ver
blesser;blesser;ver
blessera;blesser;ver
blesserai;blesser;ver
blesseraient;blesser;ver
blesserais;blesser;ver
blesserait;blesser;ver
blesseras;blesser;ver
blessèrent;blesser;ver
blesserez;blesser;ver
blesseriez;blesser;ver
blesserons;blesser;ver
blesseront;blesser;ver
blesses;blesser;ver
blessés;blessé;nom
blessez;blesser;ver
blessiez;blesser;ver
blessing;blessing;nom
blessure;blessure;nom
blessures;blessure;nom
blet;blet;adj
blets;blet;adj
blette;blet;adj
blettes;blette;nom
blettir;blettir;ver
blettissait;blettir;ver
blettissement;blettissement;nom
bleu;bleu;adj
bleu_ciel;bleu_ciel;adj
bleu_noir;bleu_noir;adj
bleu_roi;bleu_roi;nom
bleu_vert;bleu_vert;adj
bleuâtre;bleuâtre;adj
bleuâtres;bleuâtre;adj
bleubite;bleubite;nom
bleubites;bleubite;nom
bleue;bleu;adj
bleues;bleu;adj
bleuet;bleuet;nom
bleuets;bleuet;nom
bleuette;bleuette;nom
bleui;bleuir;ver
bleuie;bleui;adj
bleuies;bleuir;ver
bleuir;bleuir;ver
bleuira;bleuir;ver
bleuis;bleuir;ver
bleuissaient;bleuir;ver
bleuissait;bleuir;ver
bleuissante;bleuissant;adj
bleuissantes;bleuissant;adj
bleuissent;bleuir;ver
bleuit;bleuir;ver
bleuît;bleuir;ver
bleus;bleu;adj
bleusaille;bleusaille;nom
bleusailles;bleusaille;nom
bleuté;bleuté;adj
bleutée;bleuté;adj
bleutées;bleuté;adj
